"Sentence Nr";"Source sentence";"Human translated sentence";"First machine translated sentence";"Second Machine translated sentence";"First machine translated sentence bleu score";"Second machine translated sentence bleu score"
"295";"Broad economic sanctions, at least so far, have not crippled Russia. Energy prices, driven up by the invasion, have filled its treasury and enabled Moscow to blunt the fallout of its banks being cut off from international finance and curbs on exports and imports. Sanctions against individual Russian oligarchs also have failed to undercut the power of President Vladimir V. Putin.";"至少到目前为止 ， 广泛的经济制裁并未令俄罗斯陷入瘫痪。因入侵而走高的能源价格已使其国库充盈 ， 并使莫斯科能够缓和其银行被切断国际金融联系和进出口受到限制的影响。对个别俄罗斯寡头的制裁也未能削弱普京总统的权力。";"至少到目前为止 ， 广泛的经济制裁并没有使俄罗斯陷入瘫痪。 受入侵推动的能源价格已经填补了国库 ， 使莫斯科能够减轻其银行与国际金融切断联系并限制进出口的影响。 对个别俄罗斯寡头的制裁也没有削弱普京总统的权力。";"至少到目前为止 ， 广泛的经济制裁并没有使俄罗斯陷入瘫痪。 受入侵推动的能源价格已经填补了国库 ， 使莫斯科能够减轻其银行与国际金融切断联系并限制进出口的影响。 对个别俄罗斯寡头的制裁也没有削弱普京总统的权力。";"14.535768";"14.535768"
"296";"But American officials said that, when it came to Russia's ability to rebuild its military, the economic actions of Europe and the United States had been effective. American and European sanctions have blocked Russia's ability to buy weaponry, or electronics to make that weaponry.";"但美国官员表示 ， 就俄罗斯重建军队的能力而言 ， 欧洲和美国的经济行动是有效的。美国和欧洲的制裁限制了俄罗斯购买武器或制造这种武器的电子设备的能力。";"但美国官员表示 ， 在谈到俄罗斯重建军事力量的能力时 ， 欧洲和美国的经济行动是有效的。 美国和欧洲的制裁阻碍了俄罗斯购买武器或电子产品来制造这种武器的能力。";"但美国官员说 ， 在谈到俄罗斯重建其军事力量的能力时 ， 欧洲和美国的经济行动是有效的。 美国和欧洲的制裁阻碍了俄罗斯购买武器或电子产品来制造这种武器的能力。";"17.965206";"9.652435"
"297";"Moscow had hoped that China would be willing to buck those export controls and continue to supply the Russian military. But in recent days, American officials have said that while China was willing to buy Russian oil at a discount, Beijing, at least so far, has respected the export controls aimed at Moscow's military and not tried to sell either military equipment or components.";"莫斯科曾希望中国违反这些出口管制 ， 继续为俄罗斯军队提供物资。但最近几天 ， 美国官员表示 ， 虽然中国愿意以折扣价购买俄罗斯石油 ， 但至少到目前为止 ， 北京尊重针对莫斯科军队的出口管制 ， 没有试图出售军事装备或零部件。";"莫斯科曾希望中国愿意放弃这些出口管制 ， 继续向俄罗斯提供军事援助。 但最近几天 ， 美国官员表示 ， 虽然中国愿意以折扣价购买俄罗斯石油 ， 但至少到目前为止 ， 北京尊重针对莫斯科军方的出口管制 ， 并没有试图出售军事装备或零部件。";"莫斯科曾希望中国愿意放弃这些出口管制 ， 继续向俄罗斯提供军事援助。 但最近几天 ， 美国官员表示 ， 虽然中国愿意以折扣价购买俄罗斯石油 ， 但至少到目前为止 ， 北京尊重针对莫斯科军方的出口管制 ， 并没有试图出售军事装备或零部件。";"46.046286";"46.046286"
"298";"Gina Raimondo, the commerce secretary, has repeatedly warned China that if Semiconductor Manufacturing International Corporation, China's largest computer chip maker, or other companies violate sanctions against Russia, the United States will effectively shut down those businesses, cutting off their access to the American technology they need to make semiconductors.";"商务部长吉娜 · 雷蒙多多次警告中国 ， 如果中国最大的计算机芯片制造商中芯国际或其他公司违反对俄罗斯的制裁 ， 美国将在事实上关停这些企业 ， 令它们无法获得制造半导体所需的美国技术。";"商务部长吉娜 · 雷蒙多 ( gina raimondo ) 一再警告中国 ， 如果中国最大的计算机芯片制造商半导体制造国际公司 ( semiconductor manufacturing international corporation ) 或其他公司违反对俄罗斯的制裁 ， 美国将有效地关闭这些企业 ， 切断他们获得制造半导体所需的美国技术的渠道。";"商务部长吉娜 · 雷蒙多 ( gina raimondo ) 一再警告中国 ， 如果中国最大的计算机芯片制造商半导体制造国际公司 ( semiconductor manufacturing international corporation ) 或其他公司违反对俄罗斯的制裁 ， 美国将有效地关闭这些企业 ， 切断他们获得制造半导体所需的美国技术的渠道。";"4.567212";"4.567212"
"299";"With most countries treading carefully in the face of American pressure, Russia has focused its deal making on Iran and North Korea.";"面对美国的压力 ， 大多数国家都谨慎行事 ， 因此俄罗斯将其交易重点放在伊朗和朝鲜身上。";"面对美国的压力 ， 大多数国家都小心翼翼 ， 俄罗斯将其交易集中在伊朗和朝鲜身上。";"面对美国的压力 ， 大多数国家都小心翼翼 ， 俄罗斯将其交易集中在伊朗和朝鲜身上。";"23.643540";"23.643540"
"300";"Both Iran and North Korea are largely cut off from international commerce thanks to American and international sanctions, meaning neither country has much to lose by cutting deals with Russia. Any deal to buy weaponry from North Korea would be a violation of United Nations resolutions aimed at curbing weapons proliferation from Pyongyang.";"由于美国和国际制裁 ， 伊朗和朝鲜在很大程度上都与国际贸易隔绝 ， 这意味着这两个国家与俄罗斯做交易不会有什么损失。任何从朝鲜购买武器的交易都将违反联合国旨在遏制平壤武器扩散的决议。";"由于美国和国际制裁 ， 伊朗和朝鲜在很大程度上被切断了与国际贸易的联系 ， 这意味着这两个国家都不会因为与俄罗斯达成协议而损失太多。 任何从朝鲜购买武器的协议都将违反旨在遏制平壤武器扩散的联合国决议。";"由于美国和国际制裁 ， 伊朗和朝鲜在很大程度上被切断了与国际贸易的联系 ， 这意味着这两个国家都不会因为与俄罗斯达成协议而损失太多。 任何从朝鲜购买武器的协议都将违反旨在遏制平壤武器扩散的联合国决议。";"17.965206";"17.965206"
"301";"It is unclear how much the purchasing from North Korea has to do with the export controls, however. There is nothing high-tech in a 152-millimeter artillery shell or a Katyusha-style rocket that North Korea produces, said Frederick W. Kagan, a military expert at the American Enterprise Institute.";"然而 ， 尚不清楚从朝鲜购买武器与出口管制有多大关系。美国企业研究所的军事专家弗雷德里克 · 卡根说 ， 朝鲜生产的152毫米炮弹或喀秋莎式火箭并没有什么高科技含量。";"然而 ， 目前尚不清楚从朝鲜购买商品与出口管制有多大关系。 美国企业研究所 ( american enterprise institute ) 的军事专家弗雷德里克 · w · 卡根 ( frederick w . kagan ) 说 ， 朝鲜生产的152毫米炮弹或喀秋莎式火箭没有任何高科技。";"然而 ， 目前尚不清楚从朝鲜购买商品与出口管制有多大关系。 美国企业研究所 ( american enterprise institute ) 的军事专家弗雷德里克 · w · 卡根 ( frederick w . kagan ) 说 ， 朝鲜生产的152毫米炮弹或喀秋莎式火箭没有任何高科技。";"3.916450";"3.916450"
"302";"A U.S. official said the new deal with North Korea showed the desperation in Moscow. And Mr. Kagan said turning to North Korea was a sign that Russia was seemingly unable to produce the simplest materiel needed to wage war.";"一位美国官员表示 ， 从与朝鲜的新协议可以看出莫斯科的绝望。卡根说 ， 转向朝鲜是一个迹象 ， 表明俄罗斯似乎无法生产发动战争所需的最简单物资。";"一名美国官员说 ， 与朝鲜的新协议显示了莫斯科的绝望。 卡根说 ， 转向朝鲜是一个迹象 ， 表明俄罗斯似乎无法生产发动战争所需的最简单的物资。";"一名美国官员说 ， 与朝鲜的新协议显示了莫斯科的绝望。 卡根说 ， 转向朝鲜是一个迹象 ， 表明俄罗斯似乎无法生产发动战争所需的最简单的物资。";"22.089591";"22.089591"
"303";"""The only reason the Kremlin should have to buy artillery shells or rockets from North Korea or anyone is because Putin has been unwilling or unable to mobilize the Russian economy for war at even the most basic level,"" Mr. Kagan said.";""" 克里姆林宫不得不从朝鲜或任何人那里购买炮弹或火箭 ， 唯一的原因是 ， 普京一直不愿意或无法动员俄罗斯经济来支援战争 ， 哪怕是在最基本的层面 ， "" 卡根说。";""" 克里姆林宫不得不从朝鲜或其他人那里购买炮弹或火箭的唯一原因是 ， 普京一直不愿意或无法在最基本的水平上动员俄罗斯经济进行战争 ， "" 卡根说。";""" 克里姆林宫不得不从朝鲜或其他人那里购买炮弹或火箭的唯一原因是 ， 普京一直不愿意或无法在最基本的水平上动员俄罗斯经济进行战争 ， "" 卡根说。";"15.685718";"15.685718"
"304";"Restricting Russia's military supply chain is a central part of the American strategy to weaken Moscow, with the aim to hamper both its war effort in Ukraine and its future ability to threaten its neighbors.";"限制俄罗斯的军事供应链是美国削弱莫斯科战略的核心部分 ， 目的是阻碍其在乌克兰的战争行动 ， 及其未来威胁邻国的能力。";"限制俄罗斯的军事供应链是美国削弱莫斯科战略的核心部分 ， 其目的是阻碍其在乌克兰的战争努力及其未来威胁邻国的能力。";"限制俄罗斯的军事供应链是美国削弱莫斯科战略的核心部分 ， 其目的是阻碍其在乌克兰的战争努力及其未来威胁邻国的能力。";"32.804433";"32.804433"
"305";"It has been clear for months, both from Russian operations in Ukraine and disclosures by the U.S. government, that Moscow has struggled with its high-tech weaponry. Precision-guided weaponry, like cruise missiles, has experienced high rates of failure. In the early stages of the war, half or more of those weapons either failed to fire or failed to hit their targets.";"几个月来 ， 从俄罗斯在乌克兰的行动以及美国政府的披露中可以清楚地看出 ， 莫斯科一直难以获得高科技武器。巡航导弹等精确制导武器的失败率很高。在战争初期 ， 这些武器中有一半或更多要么未能发射 ， 要么没有击中目标。";"几个月来 ， 无论是俄罗斯在乌克兰的行动还是美国政府的披露 ， 都清楚地表明莫斯科一直在努力应对其高科技武器。 精确制导武器 ， 如巡航导弹 ， 经历了高失败率。 在战争的早期阶段 ， 这些武器中有一半或更多未能发射或未能击中目标。";"几个月来 ， 无论是俄罗斯在乌克兰的行动还是美国政府的披露 ， 都清楚地表明莫斯科一直在努力应对其高科技武器。 精确制导武器 ， 如巡航导弹 ， 经历了高失败率。 在战争的早期阶段 ， 这些武器中有一半或更多未能发射或未能击中目标。";"7.768563";"7.768563"
